iShares MSCI World ETF
Fund Holdings as of,"Jul 02, 2025"
Inception Date,"Jan 10, 2012"
Shares Outstanding,"29,500,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"RAND","RANDSTAD HOLDING","Industrials","Equity","382,493.79","0.01","382,493.79","7,876.00","48.56","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"IVN","IVANHOE MINES LTD CLASS A","Materials","Equity","381,158.72","0.01","381,158.72","48,808.00","7.81","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Consumer Discretionary","Equity","379,646.62","0.01","379,646.62","9,450.00","40.17","Germany","Xetra","USD","0.85","EUR","Jan 02, 1990"
"SYENS","SYENSQO NV","Materials","Equity","379,078.25","0.01","379,078.25","4,602.00","82.37","Belgium","Nyse Euronext - Euronext Brussels","USD","0.85","EUR","-"
"4091","NIPPON SANSO HOLDINGS CORP","Materials","Equity","378,128.80","0.01","378,128.80","10,000.00","37.81","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"LUG","LUNDIN GOLD INC","Materials","Equity","375,129.06","0.01","375,129.06","7,147.00","52.49","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","375,167.37","0.01","375,167.37","61,200.00","6.13","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"2413","M3 INC","Health Care","Equity","374,841.17","0.01","374,841.17","27,900.00","13.44","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"7201","NISSAN MOTOR LTD","Consumer Discretionary","Equity","374,891.58","0.01","374,891.58","157,600.00","2.38","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"SPX","SPIRAX GROUP PLC","Industrials","Equity","372,692.99","0.01","372,692.99","4,440.00","83.94","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"ELI","ELIA GROUP SA","Utilities","Equity","371,696.37","0.01","371,696.37","3,238.00","114.79","Belgium","Nyse Euronext - Euronext Brussels","USD","0.85","EUR","-"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financials","Equity","370,933.31","0.01","370,933.31","42,804.00","8.67","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Equity","370,498.46","0.01","370,498.46","10,087.00","36.73","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"NESTE","NESTE","Energy","Equity","370,310.07","0.01","370,310.07","26,235.00","14.12","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","-"
"IFT","INFRATIL LTD","Financials","Equity","367,500.01","0.01","367,500.01","56,916.00","6.46","New Zealand","New Zealand Exchange Ltd","USD","1.65","NZD","-"
"AVOL","AVOLTA AG","Consumer Discretionary","Equity","367,599.22","0.01","367,599.22","6,644.00","55.33","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"6479","MINEBEA MITSUMI INC","Industrials","Equity","367,225.13","0.01","367,225.13","25,600.00","14.34","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"TEMN","TEMENOS AG","Information Technology","Equity","367,337.89","0.01","367,337.89","5,047.00","72.78","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"TEP","TELEPERFORMANCE","Industrials","Equity","366,145.15","0.01","366,145.15","3,658.00","100.09","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Health Care","Equity","365,793.23","0.01","365,793.23","12,241.00","29.88","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"DHER","DELIVERY HERO","Consumer Discretionary","Equity","364,158.97","0.01","364,158.97","13,019.00","27.97","Germany","Xetra","USD","0.85","EUR","-"
"SAGA B","SAGAX CLASS B","Real Estate","Equity","364,270.05","0.01","364,270.05","15,886.00","22.93","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"P911","DR ING HC F PORSCHE PRF AG","Consumer Discretionary","Equity","361,761.03","0.01","361,761.03","7,113.00","50.86","Germany","Xetra","USD","0.85","EUR","-"
"2267","YAKULT HONSHA LTD","Consumer Staples","Equity","358,194.06","0.01","358,194.06","19,300.00","18.56","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"SIGN","SIG GROUP N AG","Materials","Equity","357,439.33","0.01","357,439.33","19,267.00","18.55","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"9CI","CAPITALAND INVESTMENT LTD","Real Estate","Equity","357,864.37","0.01","357,864.37","169,500.00","2.11","Singapore","Singapore Exchange","USD","1.27","SGD","-"
"9107","KAWASAKI KISEN LTD","Industrials","Equity","357,125.50","0.01","357,125.50","25,400.00","14.06","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"BIM","BIOMERIEUX SA","Health Care","Equity","356,677.63","0.01","356,677.63","2,560.00","139.33","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"LHA","DEUTSCHE LUFTHANSA AG","Industrials","Equity","355,915.33","0.01","355,915.33","41,387.00","8.60","Germany","Xetra","USD","0.85","EUR","-"
"9602","TOHO (TOKYO) LTD","Communication","Equity","353,484.46","0.01","353,484.46","6,100.00","57.95","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"UHR","THE SWATCH GROUP AG","Consumer Discretionary","Equity","353,588.06","0.01","353,588.06","2,123.00","166.55","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"4768","OTSUKA CORP","Information Technology","Equity","353,013.71","0.01","353,013.71","17,400.00","20.29","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"6586","MAKITA CORP","Industrials","Equity","352,427.70","0.01","352,427.70","11,200.00","31.47","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"BOL","BOLLORE","Communication","Equity","352,773.96","0.01","352,773.96","56,457.00","6.25","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"9435","HIKARI TSUSHIN INC","Industrials","Equity","351,522.31","0.01","351,522.31","1,200.00","292.94","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"LAND","LAND SECURITIES GROUP REIT PLC","Real Estate","Equity","351,201.67","0.01","351,201.67","43,060.00","8.16","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"9005","TOKYU CORP","Industrials","Equity","350,000.35","0.01","350,000.35","29,600.00","11.82","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"9843","NITORI HOLDINGS LTD","Consumer Discretionary","Equity","347,439.68","0.01","347,439.68","3,600.00","96.51","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"CRDA","CRODA INTERNATIONAL PLC","Materials","Equity","347,239.32","0.01","347,239.32","8,512.00","40.79","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","345,410.01","0.01","345,410.01","12,031.00","28.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SW","SODEXO SA","Consumer Discretionary","Equity","343,768.68","0.01","343,768.68","5,430.00","63.31","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"EVK","EVONIK INDUSTRIES AG","Materials","Equity","341,505.74","0.01","341,505.74","16,631.00","20.53","Germany","Xetra","USD","0.85","EUR","-"
"2801","KIKKOMAN CORP","Consumer Staples","Equity","340,560.32","0.01","340,560.32","37,600.00","9.06","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"JDEP","JDE PEETS NV","Consumer Staples","Equity","337,610.94","0.01","337,610.94","11,739.00","28.76","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"1878","DAITO TRUST CONSTRUCTION LTD","Real Estate","Equity","332,438.81","0.01","332,438.81","3,100.00","107.24","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"7735","SCREEN HOLDINGS LTD","Information Technology","Equity","329,234.51","0.01","329,234.51","4,200.00","78.39","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"7752","RICOH LTD","Information Technology","Equity","328,291.96","0.01","328,291.96","34,500.00","9.52","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"VER","VERBUND AG","Utilities","Equity","325,098.96","0.01","325,098.96","4,234.00","76.78","Austria","Wiener Boerse Ag","USD","0.85","EUR","-"
"QBR.B","QUEBECOR INC CLASS B","Communication","Equity","325,172.96","0.01","325,172.96","10,861.00","29.94","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"7259","AISIN CORP","Consumer Discretionary","Equity","323,088.35","0.01","323,088.35","25,400.00","12.72","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"CPR","DAVIDE CAMPARI MILANO NV","Consumer Staples","Equity","321,475.19","0.01","321,475.19","45,215.00","7.11","Italy","Borsa Italiana","USD","0.85","EUR","-"
"GJF","GJENSIDIGE FORSIKRING","Financials","Equity","319,516.33","0.01","319,516.33","12,719.00","25.12","Norway","Oslo Bors Asa","USD","10.12","NOK","-"
"SAP","SAPUTO INC","Consumer Staples","Equity","317,024.91","0.01","317,024.91","15,802.00","20.06","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"U96","SEMBCORP INDUSTRIES LTD","Utilities","Equity","316,295.42","0.01","316,295.42","56,600.00","5.59","Singapore","Singapore Exchange","USD","1.27","SGD","-"
"6504","FUJI ELECTRIC LTD","Industrials","Equity","315,716.02","0.01","315,716.02","6,900.00","45.76","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"DIE","DIETEREN (D) SA","Consumer Discretionary","Equity","312,997.61","0.01","312,997.61","1,444.00","216.76","Belgium","Nyse Euronext - Euronext Brussels","USD","0.85","EUR","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","312,424.20","0.01","312,424.20","5,580.00","55.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMW3","BMW PREF AG","Consumer Discretionary","Equity","312,113.64","0.01","312,113.64","3,616.00","86.31","Germany","Xetra","USD","0.85","EUR","-"
"AMUN","AMUNDI SA","Financials","Equity","310,307.09","0.01","310,307.09","3,844.00","80.72","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"12","HENDERSON LAND DEVELOPMENT LTD","Real Estate","Equity","306,099.44","0.01","306,099.44","83,000.00","3.69","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"TIT","TELECOM ITALIA","Communication","Equity","305,466.92","0.01","305,466.92","639,530.00","0.48","Italy","Borsa Italiana","USD","0.85","EUR","-"
"GFC","GECINA SA","Real Estate","Equity","303,130.33","0.01","303,130.33","2,837.00","106.85","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"ANA","ACCIONA SA","Utilities","Equity","300,911.45","0.01","300,911.45","1,635.00","184.04","Spain","Bolsa De Madrid","USD","0.85","EUR","-"
"BALD B","FASTIGHETS BALDER CLASS B","Real Estate","Equity","299,387.11","0.01","299,387.11","39,991.00","7.49","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"BARN","BARRY CALLEBAUT AG","Consumer Staples","Equity","298,032.64","0.01","298,032.64","254.00","1,173.36","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","296,839.98","0.01","296,839.98","8,968.00","33.10","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"ILS","ILS CASH","Cash and/or Derivatives","Cash","293,655.85","0.01","293,655.85","990,105.00","29.66","Israel","-","USD","3.37","ILS","-"
"WFG","WEST FRASER TIMBER LTD","Materials","Equity","293,800.54","0.01","293,800.54","3,817.00","76.97","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"AKE","ARKEMA SA","Materials","Equity","290,546.64","0.01","290,546.64","3,741.00","77.67","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"DEMANT","DEMANT","Health Care","Equity","290,571.55","0.01","290,571.55","6,818.00","42.62","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"MEL","MERIDIAN ENERGY LTD","Utilities","Equity","290,239.75","0.01","290,239.75","81,896.00","3.54","New Zealand","New Zealand Exchange Ltd","USD","1.65","NZD","-"
"1928","SANDS CHINA LTD","Consumer Discretionary","Equity","288,596.80","0.01","288,596.80","130,800.00","2.21","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"BS6","YANGZIJIANG SHIPBUILDING (HOLDINGS","Industrials","Equity","284,988.62","0.01","284,988.62","162,100.00","1.76","Singapore","Singapore Exchange","USD","1.27","SGD","-"
"HIK","HIKMA PHARMACEUTICALS PLC","Health Care","Equity","284,448.11","0.01","284,448.11","10,563.00","26.93","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"CEN","CONTACT ENERGY LTD","Utilities","Equity","284,567.64","0.01","284,567.64","51,587.00","5.52","New Zealand","New Zealand Exchange Ltd","USD","1.65","NZD","-"
"SOF","SOFINA SA","Financials","Equity","282,327.74","0.01","282,327.74","904.00","312.31","Belgium","Nyse Euronext - Euronext Brussels","USD","0.85","EUR","-"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Utilities","Equity","282,344.36","0.01","282,344.36","42,500.00","6.64","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"IPN","IPSEN SA","Health Care","Equity","281,356.22","0.01","281,356.22","2,299.00","122.38","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"8331","CHIBA BANK LTD","Financials","Equity","280,412.43","0.01","280,412.43","30,400.00","9.22","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"4528","ONO PHARMACEUTICAL LTD","Health Care","Equity","279,630.62","0.01","279,630.62","25,800.00","10.84","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"CVC","CVC CAPITAL PARTNERS PLC","Financials","Equity","274,806.95","0.01","274,806.95","13,299.00","20.66","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"NEXI","NEXI","Financials","Equity","271,997.39","0.01","271,997.39","44,917.00","6.06","Italy","Borsa Italiana","USD","0.85","EUR","-"
"9143","SG HOLDINGS LTD","Industrials","Equity","270,037.49","0.01","270,037.49","24,300.00","11.11","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"INDU A","INDUSTRIVARDEN A","Financials","Equity","267,522.74","0.01","267,522.74","7,271.00","36.79","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"F34","WILMAR INTERNATIONAL LTD","Consumer Staples","Equity","266,988.46","0.01","266,988.46","117,300.00","2.28","Singapore","Singapore Exchange","USD","1.27","SGD","-"
"3003","HULIC LTD","Real Estate","Equity","264,579.07","0.01","264,579.07","26,100.00","10.14","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Communication","Equity","262,251.80","0.01","262,251.80","21,637.00","12.12","Italy","Borsa Italiana","USD","0.85","EUR","-"
"7550","ZENSHO HOLDINGS LTD","Consumer Discretionary","Equity","261,754.56","0.01","261,754.56","4,400.00","59.49","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"AZRG","AZRIELI GROUP LTD","Real Estate","Equity","261,345.63","0.01","261,345.63","2,607.00","100.25","Israel","Tel Aviv Stock Exchange","USD","3.37","ILS","-"
"3092","ZOZO INC","Consumer Discretionary","Equity","260,136.78","0.01","260,136.78","24,400.00","10.66","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"19","SWIRE PACIFIC LTD A","Industrials","Equity","255,777.14","0.01","255,777.14","28,500.00","8.97","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"RAA","RATIONAL AG","Industrials","Equity","252,099.27","0.01","252,099.27","299.00","843.14","Germany","Xetra","USD","0.85","EUR","-"
"83","SINO LAND LTD","Real Estate","Equity","250,762.43","0.01","250,762.43","226,000.00","1.11","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"BMED","BANCA MEDIOLANUM","Financials","Equity","249,645.32","0.00","249,645.32","14,753.00","16.92","Italy","Borsa Italiana","USD","0.85","EUR","-"
"7181","JAPAN POST INSURANCE LTD","Financials","Equity","248,984.55","0.00","248,984.55","11,000.00","22.63","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"AUD","AUD CASH","Cash and/or Derivatives","Cash","248,558.75","0.00","248,558.75","378,698.00","65.63","Australia","-","USD","1.52","AUD","-"
"LATO B","LATOUR INVESTMENT CLASS B","Industrials","Equity","248,662.80","0.00","248,662.80","9,458.00","26.29","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"ROCK B","ROCKWOOL CLASS B","Industrials","Equity","247,245.43","0.00","247,245.43","5,424.00","45.58","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"5201","AGC INC","Industrials","Equity","245,153.27","0.00","245,153.27","8,300.00","29.54","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"3038","KOBE BUSSAN LTD","Consumer Staples","Equity","243,105.02","0.00","243,105.02","7,600.00","31.99","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"FDJU","FDJ UNITED","Consumer Discretionary","Equity","243,260.35","0.00","243,260.35","6,098.00","39.89","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Equity","241,088.11","0.00","241,088.11","4,799.00","50.24","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"CU","CANADIAN UTILITIES LTD CLASS A","Utilities","Equity","228,833.86","0.00","228,833.86","8,302.00","27.56","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"9023","TOKYO METRO LTD","Industrials","Equity","224,816.52","0.00","224,816.52","19,600.00","11.47","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"SDR","SCHRODERS PLC","Financials","Equity","222,039.95","0.00","222,039.95","44,998.00","4.93","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"ADP","AEROPORTS DE PARIS SA","Industrials","Equity","222,196.76","0.00","222,196.76","1,768.00","125.68","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"2587","SUNTORY BEVERAGE & FOOD LTD","Consumer Staples","Equity","221,671.93","0.00","221,671.93","6,900.00","32.13","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"BCVN","BC VAUD N","Financials","Equity","220,475.64","0.00","220,475.64","1,877.00","117.46","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"2897","NISSIN FOODS HOLDINGS LTD","Consumer Staples","Equity","218,057.98","0.00","218,057.98","10,200.00","21.38","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"G13","GENTING SINGAPORE LTD","Consumer Discretionary","Equity","217,596.73","0.00","217,596.73","382,400.00","0.57","Singapore","Singapore Exchange","USD","1.27","SGD","-"
"1997","WHARF REAL ESTATE INVESTMENT COMPA","Real Estate","Equity","215,448.60","0.00","215,448.60","75,000.00","2.87","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"DKK","DKK CASH","Cash and/or Derivatives","Cash","215,257.37","0.00","215,257.37","1,364,732.00","15.77","Denmark","-","USD","6.34","DKK","-"
"EDPR","EDP RENOVAVEIS SA","Utilities","Equity","212,579.89","0.00","212,579.89","18,065.00","11.77","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.85","EUR","-"
"6465","HOSHIZAKI CORP","Industrials","Equity","211,175.84","0.00","211,175.84","6,100.00","34.62","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"4324","DENTSU GROUP INC","Communication","Equity","208,697.10","0.00","208,697.10","9,600.00","21.74","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"COV","COVIVIO SA","Real Estate","Equity","205,560.10","0.00","205,560.10","3,321.00","61.90","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
